Player Name,Position,NHL Team,Fantasy Points,Current Team,Current Owner,Drafted Team,Drafted By,Draft Round,Draft Pick,ADP,Pct Drafted,Games Played,Goals,Assists,Points,PIM,SOG,Hits,Blocks,Wins,Saves,Save %,GA,Shutouts,Pct Owned
Sonny Milano,LW,WSH,2.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,,,,,,
Brian Halonen,LW,NJ,2.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,,,,,,
Jakub Skarek,G,SJ,1.8,,,,,,,,,,,,,,,,,0.0,34.0,0.8717948717948718,5.0,0.0,
Trent Miner,G,COL,1.8,,,,,,,,,,,,,,,,,0.0,29.0,0.8787878787878788,4.0,0.0,
Hunter Brzustewicz,D,CGY,1.7,,,,,,,,,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,,,,,,
Alex Barre-Boulet,C,COL,1.7,,,,,,,,,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,,,,,,
Jacob Melanson,RW,SEA,1.6,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,
Clay Stevenson,G,WSH,1.6,,,,,,,,,,,,,,,,,0.0,33.0,0.868421052631579,5.0,0.0,
Daemon Hunt,D,MIN,1.6,,,,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,,,,
Ryan Greene,C,CHI,1.6,,,,,,,,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,,,,,,
Travis Boyd,C,TOR,1.6,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,,,,,
Steven Santini,D,TB,1.6,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,,,,,
Colin White,C,SJ,1.6,,,,,,,,,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,,,,
Mason Morelli,LW,VGK,1.6,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,
Mads Sogaard,G,OTT,1.4,,,,,,,,,,,,,,,,,1.0,32.0,0.8,8.0,0.0,
Kyle Capobianco,D,DAL,1.4,,,,,,,,,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,,,,,,
Owen Sillinger,LW,CBJ,1.3,,,,,,,,,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,,,,,,
Brett Murray,LW,PIT,1.2,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,
Scott Sabourin,RW,TB,1.2,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,
Michael Milne,LW,MIN,1.2,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,
Olivier Rodrigue,G,EDM,1.0,,,,,,,,,,,,,,,,,0.0,25.0,0.8620689655172413,4.0,0.0,
Ales Stezka,G,SEA,1.0,,,,,,,,,,,,,,,,,0.0,20.0,0.8695652173913043,3.0,0.0,
Quinn Hutson,RW,EDM,0.9,,,,,,,,,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,
Daniil Misyul,D,NJ,0.8,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,
Chase Bradley,LW,COL,0.8,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,
Ryan Suzuki,C,CAR,0.8,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
Adam Ginning,D,PHI,0.8,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,
Jan Jenik,RW,OTT,0.8,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
Liam Foudy,C,NYI,0.8,,,,,,,,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,
Jack Finley,C,TB,0.8,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,
Dalibor Dvorsky,C,STL,0.8,,,,,,,,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,1.0
Julien Gauthier,RW,NYI,0.8,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
Jesper Wallstedt,G,MIN,0.6,,,,,,,164.8,0.09,,,,,,,,,0.0,43.0,0.8431372549019608,8.0,0.0,3.0
Jacob Quillan,C,TOR,0.4,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
Jack Williams,RW,CBJ,0.4,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
Devin Kaplan,RW,PHI,0.4,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
Aydar Suniev,LW,CGY,0.4,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
Ryan Ufko,D,NSH,0.4,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
Thomas Bordeleau,C,NJ,0.4,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
Drew Commesso,G,CHI,0.4,,,,,,,,,,,,,,,,,0.0,22.0,0.8461538461538461,4.0,0.0,
Rafael Harvey-Pinard,LW,PIT,0.4,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
Yaniv Perets,G,PHI,0.2,,,,,,,,,,,,,,,,,0.0,6.0,0.8571428571428571,1.0,0.0,
Magnus Hellberg,G,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Gabriel Landeskog,LW,COL,0.0,,,Strome Alone,Ryan,12,199,164.5,0.59,,,,,,,,,,,,,,19.0
Laurent Brossoit,G,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Garrett Brown,D,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Trevor Connelly,LW,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Zeev Buium,D,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,2.0
Miko Matikka,RW,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Cayden Lindstrom,C,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Carter Yakemchuk,D,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Max McCormick,LW,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Cole Eiserman,LW,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Liam Greentree,RW,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Brendan Lemieux,LW,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Sam Dickinson,D,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Ryder Ritchie,RW,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Emil Hemming,RW,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Colton White,D,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyler Pitlick,C,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Andrew Basha,LW,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Sacha Boisvert,C,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Dean Letourneau,C,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,
Beckett Sennecke,RW,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Michael Hage,C,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Tij Iginla,C,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Terik Parascak,RW,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Gavin Brindley,C,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Berkly Catton,C,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Quinton Burns,D,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Adam Jecho,C,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Zach Nehring,RW,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Jesper Fast,"C,RW",CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Felix Sandstrom,G,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Matthew Andonovski,D,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Stephen Halliday,C,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Tucker Poolman,D,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Carter Mazur,LW,DET,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Joe Hicketts,D,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Gustav Olofsson,D,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Justin Bailey,RW,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Zach Sanford,LW,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Ben Harpur,D,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
Anton Blidh,LW,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Patrik Koch,D,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Dominik Kubalik,LW,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Samuel Blais,LW,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Taylor Makar,LW,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Cade Webber,D,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Pheonix Copley,G,TB,0.0,,,,,,,172.9,0.02,,,,,,,,,0.0,10.0,0.8333333333333334,2.0,0.0,1.0
Dysin Mayo,D,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Alexander Nikishin,D,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Nikolas Brouillard,D,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Connor Murphy,G,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Noah Chadwick,D,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Martin Frk,RW,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Cameron Allen,D,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Max Willman,C,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Torey Krug,D,STL,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Derrick Pouliot,D,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Justin Schultz,D,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Oscar Dansk,G,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Connor Levis,RW,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Troy Grosenick,G,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Mackenzie MacEachern,LW,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Chris Driedger,G,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
Connor Carrick,D,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Jacob Julien,C,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Joakim Ryan,D,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Connor Clattenburg,"C,LW",EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Konsta Helenius,C,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Matt Tomkins,G,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Ronan Seeley,D,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Matvei Shuravin,D,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
Ethan Procyszyn,C,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Hiroki Gojsic,RW,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Teddy Stiga,C,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Ilya Protas,LW,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Evander Kane,LW,VAN,0.0,Bangers and Mash,conor,MasterSkaters,Aj,5,83,167.0,0.35,,,,,,,,,,,,,,19.0
Viggo Gustafsson,D,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Tarin Smith,D,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Jacob Battaglia,RW,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Will Skahan,D,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Lukas Fischer,D,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Nathan Villeneuve,C,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Harrison Brunicke,D,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Adam Kleber,D,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Max Plante,LW,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Cole Hutson,D,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Colin Ralph,D,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
John Mustard,C,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Brodie Ziemer,RW,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Carson Wetsch,RW,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Julius Miettinen,C,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Tomas Lavoie,D,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Alexis Bernier,D,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Jack Pridham,RW,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Jack Berglund,C,PHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Nicklas Backstrom,C,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Blake Wheeler,RW,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyler Palmer,G,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Viliam Kmec,D,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Kai Uchacz,C,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
T.J. Oshie,RW,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Gabriel Carriere,G,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Dylan Anhorn,D,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Carson Golder,LW,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Patrick Geary,D,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Kirill Zarubin,G,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Ondrej Becher,C,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Cole Davis,LW,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Kyle Okposo,RW,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Connor Hughes,G,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Cal Clutterbuck,RW,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Logan Sawyer,C,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Logan Couture,C,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Noel Fransen,D,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Loke Johansson,D,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,
AJ Spellacy,RW,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
William Zellers,LW,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,
Melvin Fernstrom,RW,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Evgeny Kuznetsov,"C,LW",WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Jesse Pulkkinen,D,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Marek Vanacker,LW,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Maxim Masse,RW,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Spencer Gill,D,PHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Miguel Marques,RW,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Jack Campbell,G,DET,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Jarred Tinordi,D,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Veeti Vaisanen,D,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Egor Surin,C,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Linus Eriksson,C,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
Lucas Pettersson,C,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Cole Beaudoin,C,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Glenn Gawdin,C,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Nikita Artamonov,LW,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Leon Muggli,D,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Dominik Badinka,D,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Leo Sahlin Wallenius,D,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Igor Chernyshov,LW,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Anton Silayev,D,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Adam Jiricek,D,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Michael Brandsegg-Nygård,RW,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Charlie Elick,D,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Kamil Bednarik,C,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Herman Traff,RW,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Ilya Nabokov,G,COL,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Aatos Koivu,C,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Alfons Freij,D,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Kasper Pikkarainen,RW,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Stian Solberg,D,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Gabriel Eliasson,D,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Ryan Ellis,D,PHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Kim Saarinen,G,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Pavel Moysevich,G,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Eemil Vinni,G,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Evan Gardner,G,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Ben Danford,D,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Mikhail Yegorov,G,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Carter George,G,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Eriks Mateiko,LW,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Sam O'Reilly,RW,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
EJ Emery,D,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Kevin Connauton,D,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Matvei Gridin,RW,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Tanner Howe,LW,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Luca Marrelli,D,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Henry Mews,D,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Christian Wolanin,D,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Samuel Laberge,LW,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Colby Barlow,LW,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Brogan Rafferty,D,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Josiah Slavin,LW,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Sam Hentges,C,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Jonathan Aspirot,D,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,
Ryan Schmelzer,C,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Brandon Bussi,G,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Jimmy Huntington,C,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Brandon Scanlin,D,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Joe Snively,C,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Mason Jobst,C,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Wyatt Bongiovanni,C,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Jordan Frasca,C,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Kyle Konin,G,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Nick Cicek,D,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Connor Ungar,G,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Egor Afanasyev,LW,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Tory Dello,D,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Tobie Bisson,D,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Alex Limoges,C,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Collin Delia,G,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Kevin Mandolese,G,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Magnus Chrona,G,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Bryce Montgomery,D,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Bo Groulx,C,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Alex Belzile,RW,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Cameron Hebig,C,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Jagger Firkus,RW,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Pavel Francouz,G,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Filip Zadina,RW,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Jesse Ylonen,RW,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Nathan Gaucher,C,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Jett Woo,D,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Alec Regula,D,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Filip Kral,D,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyler Madden,RW,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Nathan Smith,C,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Jonathan Gruden,C,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Luke Henman,C,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Curtis Douglas,C,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Ivan Prosvetov,G,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Mac Hollowell,D,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Hugh McGing,LW,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Pavol Regenda,LW,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Samuel Fagemo,LW,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Simon Lundmark,D,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Ethan Bear,D,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Topi Niemela,D,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Carson Lambos,D,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Xavier Bourgault,C,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Brandon Biro,LW,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Chaz Lucius,C,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Colton Poolman,D,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Roby Jarventie,LW,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Yan Kuznetsov,D,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Donovan Sebrango,D,FLA,0.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Jean-Luc Foudy,C,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Nikolai Knyzhov,D,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Calle Clang,G,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Brandon Coe,RW,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Dylan Garand,G,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Jesper Vikman,G,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyler Tullio,RW,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Devin Cooley,G,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Will Cranley,G,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Remi Poirier,G,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Adam Scheel,G,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Ben McCartney,LW,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Chase Stillman,RW,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Samuel Bolduc,D,LA,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Mikko Kokkonen,D,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Nikita Okhotiuk,D,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Nikita Alexandrov,C,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Jake Chiasson,RW,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Ronnie Attard,D,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Cameron Whynot,D,CGY,0.0,,,,,,,,,,,,,,,,,,,,,,
Dmitry Kuzmin,D,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyson Hinds,D,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Adam Beckman,LW,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Graeme Clarke,RW,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Colten Ellis,G,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Zach Dean,C,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Vincent Iorio,D,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyce Thompson,RW,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Hunter Skinner,D,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Nicholas Abruzzese,C,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Danila Klimovich,RW,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Isaiah Saville,G,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Henrik Rybinski,RW,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Santeri Hatakka,D,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Maxence Guenette,D,OTT,0.0,,,,,,,,,,,,,,,,,,,,,,
Christian Kyrou,D,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Sheldon Dries,C,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Jacob MacDonald,D,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Easton Cowan,RW,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Joey Willis,C,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Rasmus Kumpulainen,C,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Mike Benning,D,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
