Player Name,Position,NHL Team,Fantasy Points,Current Team,Current Owner,Drafted Team,Drafted By,Draft Round,Draft Pick,ADP,Pct Drafted,Games Played,Goals,Assists,Points,PIM,SOG,Hits,Blocks,Wins,Saves,Save %,GA,Shutouts,Pct Owned
Ryan McDonagh,D,TB,172.7,,,,,,,171.0,0.02,82.0,4.0,27.0,31.0,22.0,78.0,23.0,152.0,,,,,,20.0
Charlie McAvoy,D,BOS,171.7,,,DubJ,John,4,63,64.3,1.0,50.0,7.0,16.0,23.0,46.0,98.0,89.0,81.0,,,,,,78.0
Jack Quinn,RW,BUF,171.5,No Ragretzky,Ross,No Ragretzky,Ross,13,231,180.2,0.09,74.0,15.0,24.0,39.0,18.0,123.0,39.0,23.0,,,,,,5.0
Drew O'Connor,LW,VAN,171.3,,,,,,,,,84.0,10.0,15.0,25.0,34.0,117.0,83.0,57.0,,,,,,
Zachary L'Heureux,LW,NSH,171.15,,,,,,,,,62.0,5.0,10.0,15.0,63.0,78.0,198.0,25.0,,,,,,1.0
Joel Edmundson,D,LA,171.1,,,,,,,,,73.0,6.0,14.0,20.0,22.0,91.0,100.0,108.0,,,,,,1.0
Vladimir Tarasenko,"LW,RW",MIN,170.9,,,Bangers and Mash,conor,13,219,169.1,0.21,80.0,11.0,22.0,33.0,6.0,133.0,63.0,35.0,,,,,,7.0
Christian Dvorak,C,PHI,170.8,Rant and Roll,Bruce,,,,,,,82.0,12.0,21.0,33.0,16.0,104.0,44.0,74.0,,,,,,2.0
Brayden Pachal,D,CGY,170.2,,,,,,,,,76.0,3.0,9.0,12.0,88.0,61.0,159.0,83.0,,,,,,1.0
Yanni Gourde,C,TB,170.0,66 Million Reasons,Cooper,,,,,,,57.0,7.0,24.0,31.0,52.0,75.0,109.0,36.0,,,,,,4.0
Alex Iafallo,"C,LW,RW",WPG,169.95,,,,,,,,,82.0,15.0,16.0,31.0,15.0,109.0,53.0,61.0,,,,,,3.0
Darren Raddysh,D,TB,169.1,66 Million Reasons,Cooper,,,,,,,73.0,6.0,31.0,37.0,14.0,108.0,38.0,68.0,,,,,,10.0
Jackson Blake,RW,CAR,168.9,Papi,Nick,,,,,,,80.0,17.0,17.0,34.0,30.0,142.0,19.0,30.0,,,,,,9.0
Adam Henrique,"C,LW",EDM,168.8,,,Bangers and Mash,conor,14,250,168.8,0.03,81.0,12.0,15.0,27.0,16.0,104.0,58.0,85.0,,,,,,5.0
Jaccob Slavin,D,CAR,168.8,Hughes Cruise,Devon,Hughes Cruise,Devon,13,228,171.0,0.31,80.0,6.0,21.0,27.0,8.0,110.0,21.0,136.0,,,,,,22.0
Valeri Nichushkin,"LW,RW",COL,168.6,Montour’s Monsters,Eric,Montour’s Monsters,Eric,13,229,162.6,0.69,43.0,21.0,13.0,34.0,8.0,118.0,55.0,21.0,,,,,,49.0
Alex Newhook,C,MTL,168.6,,,,,,,,,82.0,15.0,11.0,26.0,24.0,118.0,89.0,32.0,,,,,,1.0
Sean Kuraly,C,BOS,168.4,,,,,,,,,82.0,6.0,11.0,17.0,40.0,88.0,163.0,45.0,,,,,,
Casey Mittelstadt,C,BOS,168.2,No Ragretzky,Ross,Bangers and Mash,conor,12,214,173.6,0.06,81.0,15.0,25.0,40.0,24.0,105.0,30.0,33.0,,,,,,8.0
Tanner Pearson,LW,WPG,168.0,,,,,,,,,78.0,12.0,15.0,27.0,8.0,109.0,96.0,45.0,,,,,,
Arber Xhekaj,D,MTL,167.3,,,PENS15 Club,Brad,10,180,170.7,0.05,70.0,1.0,5.0,6.0,118.0,69.0,180.0,63.0,,,,,,6.0
Philip Broberg,D,STL,167.2,66 Million Reasons,Cooper,,,,,180.4,0.02,68.0,8.0,21.0,29.0,16.0,97.0,43.0,103.0,,,,,,13.0
Kevin Stenlund,C,UTA,166.8,,,,,,,,,82.0,14.0,14.0,28.0,40.0,103.0,50.0,64.0,,,,,,1.0
Ilya Mikheyev,RW,CHI,166.8,Rant and Roll,Bruce,,,,,,,80.0,20.0,14.0,34.0,16.0,138.0,34.0,15.0,,,,,,2.0
Michael Eyssimont,"C,LW",BOS,166.75,,,,,,,,,77.0,9.0,7.0,16.0,63.0,142.0,110.0,23.0,,,,,,
Ryan Lindgren,D,SEA,166.4,,,,,,,,,72.0,4.0,18.0,22.0,40.0,63.0,80.0,128.0,,,,,,4.0
Teddy Blueger,C,VAN,166.15,,,,,,,,,82.0,8.0,18.0,26.0,39.0,94.0,104.0,43.0,,,,,,1.0
Jamie Oleksiak,D,SEA,166.1,,,,,,,,,82.0,4.0,13.0,17.0,34.0,66.0,74.0,159.0,,,,,,1.0
Cam Fowler,D,STL,165.7,William Marners,cam,,,,,173.5,0.03,68.0,9.0,31.0,40.0,14.0,88.0,8.0,87.0,,,,,,22.0
Sam Carrick,C,NYR,165.7,,,,,,,,,80.0,6.0,14.0,20.0,58.0,84.0,137.0,42.0,,,,,,1.0
Jeff Skinner,LW,SJ,165.3,Hughes Cruise,Devon,Hughes Cruise,Devon,8,133,136.1,0.99,72.0,16.0,13.0,29.0,26.0,144.0,45.0,23.0,,,,,,27.0
Michael Amadio,RW,OTT,164.3,,,,,,,,,72.0,11.0,16.0,27.0,18.0,85.0,108.0,44.0,,,,,,
Brandon Carlo,D,TOR,163.85,,,,,,,172.3,0.04,83.0,1.0,11.0,12.0,37.0,77.0,90.0,157.0,,,,,,3.0
Johnathan Kovacevic,D,NJ,163.8,Ice Ice Baby,David,,,,,,,81.0,1.0,16.0,17.0,72.0,76.0,102.0,99.0,,,,,,2.0
Cole Koepke,LW,WPG,163.45,,,,,,,,,73.0,10.0,7.0,17.0,17.0,85.0,177.0,26.0,,,,,,1.0
Joel Armia,RW,LA,163.4,,,,,,,,,81.0,11.0,18.0,29.0,16.0,104.0,87.0,35.0,,,,,,
Andrew Peeke,D,BOS,163.15,,,,,,,,,76.0,1.0,16.0,17.0,15.0,80.0,105.0,126.0,,,,,,1.0
Justin Danforth,RW,BUF,163.1,,,,,,,,,61.0,9.0,12.0,21.0,18.0,94.0,126.0,49.0,,,,,,
Mason Lohrei,D,BOS,163.0,,,,,,,,,77.0,5.0,28.0,33.0,16.0,92.0,25.0,103.0,,,,,,8.0
Damon Severson,D,CBJ,162.95,MasterSkaters,Aj,,,,,,,70.0,6.0,19.0,25.0,47.0,91.0,43.0,104.0,,,,,,4.0
Carson Soucy,D,NYR,162.3,,,,,,,,,75.0,4.0,9.0,13.0,46.0,81.0,115.0,106.0,,,,,,
Rasmus Ristolainen,D,PHI,161.9,,,,,,,,,63.0,4.0,15.0,19.0,14.0,100.0,97.0,94.0,,,,,,3.0
Samuel Girard,D,COL,161.7,,,,,,,,,73.0,3.0,21.0,24.0,14.0,95.0,62.0,111.0,,,,,,3.0
Joel Kiviranta,LW,COL,161.4,,,,,,,,,79.0,16.0,7.0,23.0,20.0,84.0,114.0,38.0,,,,,,
Alexander Kerfoot,"C,LW",UTA,161.3,,,,,,,,,81.0,11.0,17.0,28.0,14.0,101.0,59.0,67.0,,,,,,1.0
Jordan Spence,D,OTT,161.2,,,,,,,,,79.0,4.0,24.0,28.0,16.0,86.0,80.0,77.0,,,,,,2.0
Erik Haula,"C,LW",NSH,161.15,MasterSkaters,Aj,,,,,186.0,0.02,69.0,11.0,10.0,21.0,39.0,110.0,101.0,35.0,,,,,,2.0
Dylan Samberg,D,WPG,160.9,,,,,,,,,60.0,6.0,14.0,20.0,26.0,95.0,56.0,120.0,,,,,,13.0
Timothy Liljegren,D,SJ,160.3,,,,,,,,,68.0,6.0,11.0,17.0,38.0,102.0,64.0,111.0,,,,,,1.0
Alexander Wennberg,C,SJ,160.3,,,,,,,,,77.0,10.0,25.0,35.0,14.0,82.0,30.0,80.0,,,,,,1.0
Viktor Arvidsson,"LW,RW",BOS,160.2,Strome Alone,Ryan,Ryan is Aho,Mitchell,10,177,167.2,0.58,67.0,15.0,12.0,27.0,24.0,158.0,32.0,23.0,,,,,,14.0
Marcus Johansson,LW,MIN,160.0,,,,,,,,,72.0,11.0,23.0,34.0,12.0,121.0,49.0,25.0,,,,,,2.0
Beck Malenstyn,LW,BUF,159.65,,,,,,,,,76.0,4.0,6.0,10.0,29.0,67.0,191.0,63.0,,,,,,
Justin Brazeau,RW,PIT,159.5,,,,,,,,,76.0,11.0,11.0,22.0,18.0,89.0,123.0,38.0,,,,,,
Corey Perry,RW,LA,159.05,,,,,,,,,81.0,19.0,11.0,30.0,61.0,100.0,36.0,26.0,,,,,,1.0
Adam Pelech,D,NYI,157.6,,,,,,,,,60.0,0.0,21.0,21.0,32.0,109.0,73.0,87.0,,,,,,1.0
Patrik Laine,"LW,RW",MTL,157.5,Papi,Nick,MasterSkaters,Aj,11,191,171.3,0.43,52.0,20.0,13.0,33.0,14.0,116.0,26.0,28.0,,,,,,41.0
J.T. Compher,"C,LW,RW",DET,157.4,DubJ,John,Hughes Cruise,Devon,16,277,,,76.0,11.0,21.0,32.0,24.0,98.0,29.0,64.0,,,,,,4.0
Andre Burakovsky,LW,CHI,157.0,,,,,,,,,79.0,10.0,27.0,37.0,12.0,115.0,33.0,27.0,,,,,,1.0
Zach Whitecloud,D,VGK,156.05,,,,,,,,,74.0,4.0,9.0,13.0,37.0,72.0,117.0,103.0,,,,,,1.0
Andrew Mangiapane,RW,EDM,155.6,,,Ryan is Aho,Mitchell,15,256,,,81.0,14.0,14.0,28.0,24.0,95.0,74.0,30.0,,,,,,2.0
Emil Heineman,LW,NYI,155.4,,,,,,,,,62.0,10.0,8.0,18.0,20.0,64.0,173.0,24.0,,,,,,1.0
Max Domi,"C,LW",TOR,155.0,Hughes Cruise,Devon,Hughes Cruise,Devon,17,300,,,74.0,8.0,25.0,33.0,76.0,93.0,32.0,30.0,,,,,,5.0
Zach Benson,LW,BUF,154.6,,,,,,,,,75.0,10.0,18.0,28.0,60.0,120.0,35.0,29.0,,,,,,2.0
Trent Frederic,"C,LW,RW",EDM,154.6,,,Papi,Nick,14,251,169.8,0.02,58.0,8.0,7.0,15.0,44.0,78.0,157.0,29.0,,,,,,3.0
Danton Heinen,LW,PIT,154.35,,,,,,,,,79.0,9.0,20.0,29.0,31.0,81.0,81.0,37.0,,,,,,
Dakota Joshua,"C,LW",TOR,154.1,,,,,,,174.3,0.07,57.0,7.0,7.0,14.0,38.0,52.0,193.0,29.0,,,,,,7.0
Emil Lilleberg,D,TB,153.65,,,,,,,,,76.0,1.0,18.0,19.0,105.0,46.0,114.0,61.0,,,,,,1.0
David Savard,D,MTL,153.6,,,,,,,,,75.0,1.0,14.0,15.0,36.0,48.0,56.0,180.0,,,,,,2.0
Colton Sissons,"C,LW",VGK,153.3,,,,,,,,,72.0,7.0,14.0,21.0,22.0,80.0,100.0,67.0,,,,,,1.0
Jalen Chatfield,D,CAR,153.3,,,,,,,,,79.0,7.0,11.0,18.0,54.0,114.0,64.0,64.0,,,,,,1.0
Barclay Goodrow,C,SJ,152.95,,,,,,,,,77.0,5.0,3.0,8.0,75.0,73.0,150.0,60.0,,,,,,
Nicholas Robertson,"LW,RW",TOR,152.6,,,,,,,,,69.0,15.0,7.0,22.0,16.0,112.0,79.0,33.0,,,,,,2.0
Yegor Sharangovich,"C,LW,RW",CGY,152.2,,,MasterSkaters,Aj,10,170,164.2,0.3,73.0,17.0,15.0,32.0,8.0,128.0,14.0,31.0,,,,,,12.0
Kirby Dach,"C,RW",MTL,152.0,,,,,,,,,57.0,10.0,12.0,22.0,40.0,84.0,100.0,36.0,,,,,,3.0
Trevor Zegras,"C,LW",PHI,151.75,PENS15 Club,Brad,PENS15 Club,Brad,15,253,166.4,0.05,57.0,12.0,20.0,32.0,23.0,98.0,50.0,27.0,,,,,,7.0
Jiri Kulich,C,BUF,151.5,,,,,,,,,62.0,15.0,9.0,24.0,18.0,134.0,40.0,36.0,,,,,,1.0
Brian Dumoulin,D,LA,151.3,,,,,,,,,80.0,3.0,19.0,22.0,14.0,69.0,74.0,109.0,,,,,,1.0
Sam Malinski,D,COL,150.6,,,,,,,,,76.0,5.0,10.0,15.0,16.0,115.0,57.0,107.0,,,,,,
Cole Smith,LW,NSH,149.65,,,,,,,,,71.0,4.0,8.0,12.0,69.0,69.0,163.0,29.0,,,,,,
Luke Evangelista,RW,NSH,149.5,,,,,,,,,68.0,10.0,22.0,32.0,22.0,134.0,28.0,13.0,,,,,,1.0
Joe Veleno,C,MTL,149.45,,,,,,,,,74.0,8.0,9.0,17.0,17.0,75.0,139.0,44.0,,,,,,
Nick Bjugstad,C,STL,149.2,,,,,,,,,66.0,8.0,11.0,19.0,16.0,115.0,104.0,29.0,,,,,,
Brett Pesce,D,NJ,148.65,,,,,,,,,72.0,3.0,14.0,17.0,29.0,99.0,24.0,138.0,,,,,,
Zemgus Girgensons,LW,TB,148.55,,,,,,,,,82.0,2.0,4.0,6.0,47.0,83.0,174.0,50.0,,,,,,
Ryan Poehling,C,ANA,148.4,,,,,,,,,68.0,12.0,19.0,31.0,16.0,71.0,26.0,79.0,,,,,,1.0
Adam Gaudette,"C,RW",SJ,148.4,,,,,,,,,81.0,19.0,7.0,26.0,12.0,90.0,68.0,28.0,,,,,,1.0
Trevor van Riemsdyk,D,WSH,147.9,,,,,,,,,82.0,1.0,20.0,21.0,34.0,80.0,10.0,151.0,,,,,,1.0
Olen Zellweger,D,ANA,147.6,,,Dzingel Berries,Connor Koester,17,305,,,62.0,7.0,13.0,20.0,20.0,130.0,37.0,72.0,,,,,,5.0
Connor Brown,RW,NJ,147.1,,,,,,,,,82.0,13.0,17.0,30.0,10.0,123.0,19.0,37.0,,,,,,1.0
Tye Kartye,LW,SEA,146.75,,,,,,,,,63.0,6.0,7.0,13.0,43.0,56.0,175.0,29.0,,,,,,
James van Riemsdyk,LW,DET,146.55,,,,,,,,,71.0,16.0,20.0,36.0,23.0,85.0,31.0,16.0,,,,,,1.0
Ty Emberson,D,EDM,146.1,,,,,,,,,76.0,2.0,11.0,13.0,18.0,62.0,125.0,97.0,,,,,,
Chris Tanev,D,TOR,145.8,,,,,,,,,75.0,3.0,15.0,18.0,24.0,43.0,20.0,189.0,,,,,,7.0
Ilya Lyubushkin,D,DAL,145.4,,,,,,,,,80.0,1.0,13.0,14.0,32.0,51.0,84.0,136.0,,,,,,1.0
Cam York,D,PHI,144.9,,,Ice Ice Baby,David,11,188,175.8,0.12,66.0,4.0,13.0,17.0,26.0,65.0,60.0,126.0,,,,,,5.0
Pavel Mintyukov,D,ANA,144.8,,,Stammer Time,Johnathan,15,266,182.5,0.05,68.0,5.0,14.0,19.0,20.0,69.0,81.0,92.0,,,,,,4.0
Mason Appleton,"C,RW",DET,144.3,,,,,,,,,71.0,10.0,12.0,22.0,22.0,107.0,76.0,29.0,,,,,,1.0
Morgan Barron,C,WPG,142.8,,,,,,,,,74.0,8.0,7.0,15.0,16.0,92.0,122.0,38.0,,,,,,
Zach Bogosian,D,MIN,142.75,,,,,,,,,81.0,4.0,12.0,16.0,43.0,79.0,81.0,80.0,,,,,,
Tyler Kleven,D,OTT,142.75,,,,,,,,,79.0,4.0,6.0,10.0,27.0,78.0,105.0,97.0,,,,,,
Mitchell Chaffee,RW,TB,142.05,,,,,,,,,66.0,12.0,6.0,18.0,21.0,68.0,133.0,21.0,,,,,,
Gustav Nyquist,LW,WPG,141.8,,,No Ragretzky,Ross,14,238,167.5,0.3,79.0,11.0,17.0,28.0,16.0,103.0,44.0,30.0,,,,,,7.0
Miro Heiskanen,D,DAL,141.5,Dzingel Berries,Connor Koester,Dzingel Berries,Connor Koester,5,89,61.1,1.0,50.0,5.0,20.0,25.0,10.0,108.0,17.0,85.0,,,,,,67.0
Lars Eller,C,OTT,141.4,,,,,,,,,80.0,10.0,12.0,22.0,36.0,104.0,57.0,35.0,,,,,,1.0
Logan O'Connor,"C,RW",COL,141.3,,,,,,,,,80.0,10.0,11.0,21.0,26.0,89.0,68.0,50.0,,,,,,
Samuel Ersson,G,PHI,141.2,Goon Cave Mommies,Kyle,Goon Cave Mommies,Kyle,17,294,169.1,0.17,,,,,,,,,22.0,1026.0,0.882960413080895,136.0,2.0,16.0
Pat Maroon,LW,CHI,140.85,,,,,,,,,68.0,5.0,14.0,19.0,97.0,73.0,102.0,9.0,,,,,,
Nate Schmidt,D,UTA,139.7,,,,,,,,,80.0,5.0,14.0,19.0,30.0,70.0,82.0,71.0,,,,,,
Spencer Knight,G,CHI,139.2,,,,,,,178.1,0.03,,,,,,,,,17.0,911.0,0.9010880316518298,100.0,2.0,22.0
Dmitry Kulikov,D,FLA,139.1,,,,,,,,,70.0,4.0,9.0,13.0,38.0,64.0,114.0,71.0,,,,,,1.0
Uvis Balinskis,D,FLA,138.75,,,,,,,,,76.0,4.0,14.0,18.0,27.0,92.0,83.0,55.0,,,,,,
Victor Olofsson,"LW,RW",COL,138.6,,,,,,,,,56.0,15.0,14.0,29.0,16.0,109.0,26.0,19.0,,,,,,2.0
Brandon Saad,LW,VGK,138.5,,,,,,,,,72.0,13.0,17.0,30.0,6.0,127.0,12.0,21.0,,,,,,1.0
William Karlsson,C,VGK,138.4,Goon Cave Mommies,Kyle,Goon Cave Mommies,Kyle,13,222,167.5,0.09,53.0,9.0,20.0,29.0,4.0,119.0,20.0,37.0,,,,,,19.0
Nils Hoglander,LW,VAN,138.3,,,,,,,,,72.0,8.0,17.0,25.0,30.0,83.0,76.0,23.0,,,,,,1.0
Carl Grundstrom,RW,SJ,138.2,,,,,,,,,56.0,3.0,6.0,9.0,24.0,88.0,172.0,18.0,,,,,,
Andrei Kuzmenko,"LW,RW",LA,138.1,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,12,213,163.1,0.54,66.0,11.0,26.0,37.0,14.0,83.0,19.0,22.0,,,,,,33.0
Taylor Raddysh,RW,NYR,137.5,,,,,,,,,80.0,7.0,20.0,27.0,18.0,93.0,59.0,28.0,,,,,,1.0
Mattias Samuelsson,D,BUF,137.5,,,,,,,,,62.0,4.0,10.0,14.0,22.0,52.0,105.0,93.0,,,,,,1.0
Nick Jensen,D,OTT,137.3,,,,,,,,,71.0,3.0,18.0,21.0,6.0,77.0,55.0,95.0,,,,,,
Philip Tomasino,"C,RW",PIT,137.0,66 Million Reasons,Cooper,,,,,,,61.0,11.0,13.0,24.0,8.0,104.0,63.0,23.0,,,,,,2.0
Ty Dellandrea,C,SJ,135.75,,,,,,,,,68.0,1.0,7.0,8.0,59.0,50.0,163.0,47.0,,,,,,
Drew Helleson,D,ANA,135.75,,,,,,,,,56.0,4.0,9.0,13.0,47.0,63.0,99.0,73.0,,,,,,1.0
Radek Faksa,C,DAL,135.7,,,,,,,,,70.0,5.0,10.0,15.0,30.0,68.0,115.0,50.0,,,,,,
Connor Zary,"C,LW,RW",CGY,135.7,,,,,,,,,54.0,13.0,14.0,27.0,14.0,111.0,26.0,26.0,,,,,,2.0
Filip Chytil,C,VAN,135.5,Bangers and Mash,conor,,,,,,,56.0,13.0,13.0,26.0,18.0,133.0,19.0,13.0,,,,,,3.0
Charlie Lindgren,G,WSH,135.2,Strome Alone,Ryan,DubJ,John,17,298,161.3,0.73,,,,,,,,,20.0,881.0,0.8944162436548223,104.0,1.0,45.0
Calvin Pickard,G,EDM,133.8,DubJ,John,,,,,172.8,0.03,,,,,,,,,22.0,764.0,0.8998822143698468,85.0,0.0,26.0
Sam Steel,C,DAL,133.75,,,,,,,,,79.0,6.0,19.0,25.0,31.0,89.0,60.0,26.0,,,,,,
Logan Stanley,D,WPG,133.7,,,,,,,,,63.0,1.0,13.0,14.0,78.0,49.0,88.0,76.0,,,,,,
Jason Dickinson,C,CHI,132.9,,,,,,,,,59.0,7.0,9.0,16.0,38.0,56.0,102.0,53.0,,,,,,1.0
Frank Nazar,C,CHI,132.4,,,,,,,,,53.0,12.0,14.0,26.0,24.0,91.0,30.0,35.0,,,,,,1.0
Justin Barron,D,NSH,132.15,,,,,,,,,62.0,6.0,7.0,13.0,23.0,73.0,80.0,83.0,,,,,,
Nicolas Hague,D,NSH,131.0,,,,,,,,,68.0,5.0,7.0,12.0,40.0,74.0,82.0,74.0,,,,,,
Jayden Struble,D,MTL,131.0,,,,,,,,,56.0,2.0,11.0,13.0,52.0,47.0,124.0,54.0,,,,,,1.0
Olli Maatta,D,UTA,130.8,,,,,,,,,77.0,2.0,16.0,18.0,16.0,73.0,25.0,124.0,,,,,,
Oskar Sundqvist,C,STL,130.4,,,,,,,,,67.0,6.0,14.0,20.0,32.0,60.0,78.0,53.0,,,,,,
Artem Zub,D,OTT,129.7,,,Goon Cave Mommies,Kyle,16,283,,,56.0,2.0,11.0,13.0,34.0,57.0,58.0,118.0,,,,,,2.0
Josh Manson,D,COL,129.6,,,Papi,Nick,12,215,177.6,0.06,48.0,1.0,14.0,15.0,28.0,65.0,105.0,59.0,,,,,,3.0
Mathieu Joseph,RW,STL,129.4,,,,,,,,,60.0,4.0,10.0,14.0,28.0,69.0,121.0,36.0,,,,,,
Jonas Brodin,D,MIN,129.3,,,,,,,,,50.0,4.0,16.0,20.0,18.0,71.0,27.0,104.0,,,,,,2.0
Mavrik Bourque,"C,RW",DAL,128.2,,,,,,,,,73.0,11.0,14.0,25.0,8.0,80.0,46.0,37.0,,,,,,1.0
Cody Glass,"C,RW",NJ,126.8,,,,,,,,,65.0,6.0,16.0,22.0,16.0,91.0,53.0,38.0,,,,,,
Nick Blankenburg,D,NSH,126.4,,,,,,,,,60.0,4.0,12.0,16.0,24.0,84.0,53.0,74.0,,,,,,1.0
Conor Timmins,D,BUF,126.1,,,,,,,,,68.0,3.0,12.0,15.0,30.0,69.0,55.0,90.0,,,,,,1.0
Alex Turcotte,"C,LW",LA,126.0,,,,,,,,,68.0,9.0,16.0,25.0,20.0,79.0,46.0,30.0,,,,,,
Scott Mayfield,D,NYI,125.75,,,,,,,,,66.0,3.0,6.0,9.0,27.0,51.0,89.0,105.0,,,,,,1.0
Jamie Drysdale,D,PHI,125.7,,,Bangers and Mash,conor,17,291,180.0,0.03,70.0,7.0,13.0,20.0,22.0,63.0,18.0,102.0,,,,,,2.0
Kevin Hayes,C,PIT,125.4,,,,,,,,,64.0,13.0,10.0,23.0,8.0,98.0,52.0,11.0,,,,,,
Ryan Lomberg,LW,CGY,125.25,,,,,,,,,80.0,3.0,10.0,13.0,57.0,66.0,120.0,19.0,,,,,,
Jack Drury,C,COL,124.7,,,,,,,,,72.0,8.0,10.0,18.0,22.0,93.0,45.0,50.0,,,,,,
Colin Miller,D,WPG,124.3,,,,,,,,,60.0,4.0,11.0,15.0,38.0,68.0,84.0,50.0,,,,,,
Craig Smith,C,DET,124.3,,,,,,,,,59.0,9.0,9.0,18.0,34.0,90.0,56.0,31.0,,,,,,
Jake Allen,G,NJ,122.4,,,,,,,172.2,0.04,,,,,,,,,13.0,742.0,0.905982905982906,77.0,4.0,15.0
Tristan Jarry,G,PIT,122.2,,,Strome Alone,Ryan,13,234,148.6,0.79,,,,,,,,,16.0,866.0,0.8918640576725025,105.0,2.0,25.0
Casey DeSmith,G,DAL,122.2,,,,,,,,,,,,,,,,,14.0,696.0,0.9145860709592641,65.0,2.0,17.0
Ryan Suter,D,STL,122.0,,,,,,,,,82.0,2.0,13.0,15.0,24.0,62.0,39.0,109.0,,,,,,
Nick Perbix,D,NSH,121.8,,,,,,,,,74.0,6.0,13.0,19.0,20.0,66.0,50.0,66.0,,,,,,
Jonatan Berggren,RW,DET,121.5,,,,,,,,,75.0,12.0,12.0,24.0,14.0,88.0,41.0,16.0,,,,,,
Alex Nedeljkovic,G,SJ,121.4,,,,,,,170.7,0.05,,,,,,,,,14.0,942.0,0.8937381404174574,112.0,1.0,13.0
Nico Sturm,C,MIN,120.0,,,,,,,,,62.0,7.0,7.0,14.0,20.0,59.0,107.0,34.0,,,,,,
Jonathan Drouin,"LW,RW",NYI,119.3,Bangers and Mash,conor,Bangers and Mash,conor,10,178,170.7,0.21,43.0,11.0,26.0,37.0,6.0,56.0,14.0,12.0,,,,,,22.0
Brett Leason,RW,MIN,119.3,,,,,,,,,62.0,5.0,12.0,17.0,22.0,79.0,64.0,44.0,,,,,,
Lian Bichsel,D,DAL,119.05,,,,,,,,,38.0,4.0,5.0,9.0,41.0,39.0,155.0,23.0,,,,,,6.0
Jakub Lauko,C,BOS,118.75,,,,,,,,,56.0,5.0,6.0,11.0,47.0,42.0,119.0,39.0,,,,,,
Jonas Siegenthaler,D,NJ,118.6,,,,,,,,,55.0,2.0,7.0,9.0,44.0,52.0,75.0,92.0,,,,,,1.0
Pontus Holmberg,RW,TB,118.55,,,,,,,,,68.0,7.0,12.0,19.0,27.0,68.0,46.0,53.0,,,,,,
Nick Cousins,"C,LW",OTT,117.85,,,,,,,,,50.0,6.0,9.0,15.0,41.0,68.0,85.0,26.0,,,,,,
William Carrier,LW,CAR,116.4,,,,,,,,,43.0,4.0,7.0,11.0,16.0,48.0,156.0,12.0,,,,,,1.0
Connor Dewar,C,PIT,115.9,,,,,,,,,48.0,4.0,6.0,10.0,14.0,55.0,129.0,37.0,,,,,,
Joel Hofer,G,STL,115.6,,,,,,,175.2,0.03,,,,,,,,,16.0,693.0,0.9035202086049544,74.0,1.0,9.0
Nathan Bastian,RW,DAL,115.35,,,,,,,,,59.0,4.0,6.0,10.0,31.0,44.0,138.0,27.0,,,,,,
Travis Hamonic,D,DET,114.55,,,,,,,,,59.0,1.0,6.0,7.0,19.0,72.0,73.0,92.0,,,,,,
Arvid Soderblom,G,CHI,114.2,,,,,,,,,,,,,,,,,10.0,976.0,0.8978840846366145,111.0,0.0,3.0
Marc Gatcomb,"C,RW",NYI,113.95,,,,,,,,,39.0,8.0,1.0,9.0,11.0,41.0,149.0,23.0,,,,,,1.0
Blake Lizotte,C,PIT,113.5,,,,,,,,,59.0,11.0,9.0,20.0,26.0,51.0,60.0,29.0,,,,,,
Petr Mrazek,G,ANA,113.0,,,,,,,161.3,0.09,,,,,,,,,12.0,950.0,0.8911819887429644,116.0,1.0,11.0
Conor Geekie,C,TB,112.8,,,,,,,,,52.0,8.0,6.0,14.0,16.0,60.0,97.0,25.0,,,,,,1.0
Gage Goncalves,C,TB,112.3,,,,,,,,,60.0,8.0,12.0,20.0,14.0,61.0,71.0,20.0,,,,,,
Nikolai Kovalenko,"LW,RW",SJ,112.2,,,,,,,,,57.0,7.0,13.0,20.0,16.0,45.0,84.0,24.0,,,,,,
Colin Blackwell,C,DAL,112.0,,,,,,,,,63.0,6.0,11.0,17.0,16.0,63.0,84.0,23.0,,,,,,
John Beecher,C,BOS,111.5,,,,,,,,,78.0,3.0,8.0,11.0,26.0,44.0,85.0,71.0,,,,,,
Mathew Dumba,D,PIT,110.8,,,,,,,,,63.0,1.0,9.0,10.0,60.0,57.0,70.0,60.0,,,,,,
Max Pacioretty,LW,TOR,110.6,,,,,,,,,37.0,5.0,8.0,13.0,16.0,70.0,105.0,14.0,,,,,,1.0
Alexandar Georgiev,G,BUF,110.4,,,William Marners,cam,6,93,55.1,1.0,,,,,,,,,15.0,1152.0,0.8747152619589977,165.0,0.0,39.0
Trevor Lewis,C,LA,110.2,,,,,,,,,60.0,6.0,6.0,12.0,20.0,53.0,100.0,35.0,,,,,,
Jansen Harkins,C,ANA,109.65,,,,,,,,,62.0,2.0,4.0,6.0,21.0,49.0,136.0,41.0,,,,,,
Kevin Rooney,C,UTA,109.3,,,,,,,,,70.0,5.0,5.0,10.0,14.0,54.0,109.0,39.0,,,,,,
Albert Johansson,D,DET,108.9,,,,,,,,,61.0,3.0,6.0,9.0,30.0,48.0,70.0,83.0,,,,,,
John Gibson,G,DET,108.8,,,,,,,176.9,0.02,,,,,,,,,11.0,739.0,0.9112207151664612,72.0,0.0,12.0
